src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
1383,DUNKESWELL AERODROME,dunkeswell-aerodrome,devon,50.86,-3.24,252,1991,2019
1378,EXETER AIRPORT,exeter-airport,devon,50.731,-3.417,27,1957,1991
62041,EXETER AIRPORT NO 2,exeter-airport-no-2,devon,50.737,-3.406,27,2009,2019
1376,"EXMOUTH, SALTERTON ROAD",exmouth-salterton-road,devon,50.623,-3.394,59,1936,1958
1334,GAWLISH,gawlish,devon,51.016,-4.49,122,1989,2004
1333,HARTLAND,hartland,devon,50.991,-4.462,142,1983,1988
1332,HARTLAND POINT,hartland-point,devon,51.02,-4.524,95,1957,1983
1335,LUNDY,lundy,devon,51.161,-4.656,43,1984,1994
16789,MOUNT WISE MET OFFICE,mount-wise-met-office,devon,50.366,-4.168,22,1946,1948
1352,NORTH WYKE,north-wyke,devon,50.769,-3.904,177,2000,2019
1345,"OKEHAMPTON, EAST OKEMENT FARM",okehampton-east-okement-farm,devon,50.703,-3.977,408,2006,2019
1336,"PLYMOUTH, MOUNTBATTEN",plymouth-mountbatten,devon,50.355,-4.121,50,1930,2019
1354,PRAWLE POINT,prawle-point,devon,50.203,-3.721,59,1971,1974
1350,"PRINCETOWN, PRISON",princetown-prison,devon,50.549,-4.001,453,1986,2001
1343,SAUNTON SANDS,saunton-sands,devon,51.118,-4.222,15,1989,2002
8401,"TORQUAY, CARY GREEN",torquay-cary-green,devon,50.461,-3.526,4,1920,1926
1331,VIRGINSTOW,virginstow,devon,50.721,-4.288,168,1967,1973
842,HURN,hurn,dorset,50.779,-1.836,10,1957,2019
1319,ISLE OF PORTLAND,isle-of-portland,dorset,50.522,-2.456,52,1967,2019
1316,PORTLAND ,portland,dorset,50.566,-2.45,3,1993,1999
1318,PORTLAND BILL LIGHTHOUSE,portland-bill-lighthouse,dorset,50.514,-2.457,11,1957,1968
1326,SWANAGE,swanage,dorset,50.614,-1.959,10,2011,2019
1517,BALLYWATTICOCK,ballywatticock,down,54.572,-5.657,6,1980,2019
1523,HELENS BAY,helens-bay,down,54.669,-5.748,43,2002,2019
1490,HILLSBOROUGH MET OFFICE,hillsborough-met-office,down,54.485,-6.098,38,1979,2003
1504,KATESBRIDGE,katesbridge,down,54.297,-6.111,91,2000,2019
1525,KILLOUGH,killough,down,54.243,-5.638,15,1994,1998
1488,KILLOWEN,killowen,down,54.077,-6.184,4,2000,2019
1526,LOUGH COWEY,lough-cowey,down,54.414,-5.539,10,1984,1984
1502,MURLOUGH,murlough,down,54.245,-5.832,12,2009,2019
1487,NEWRY CARNBANE,newry-carnbane,down,54.206,-6.351,8,2000,2007
1507,STORMONT CASTLE,stormont-castle,down,54.603,-5.83,56,2009,2019
19259,"DUMFRIES, CRICHTON ROYAL NO 2",dumfries-crichton-royal-no-2,dumfriesshire,55.047,-3.589,50,2002,2004
1023,ESKDALEMUIR,eskdalemuir,dumfriesshire,55.312,-3.207,236,1954,2019
946,SLOY,sloy,dunbartonshire,56.251,-4.712,12,1980,2006
319,BOLTSHOPE PARK,boltshope-park,durham,54.821,-2.09,434,1994,2007
326,DURHAM,durham,durham,54.768,-1.586,102,1997,2019
1198,ABERPORTH,aberporth,dyfed,52.14,-4.571,133,1957,2019
16820,"ABERYSTWYTH, CORPORATION YARD",aberystwyth-corporation-yard,dyfed,52.412,-4.083,4,1916,1925
1216,BRAWDY,brawdy,dyfed,51.88,-5.124,111,1974,1992
1234,BRYNAMMAN,brynamman,dyfed,51.813,-3.861,183,1969,1985
1205,GOGERDDAN,gogerddan,dyfed,52.432,-4.02,31,2011,2019
1220,HAVERFORDWEST,haverfordwest,dyfed,51.799,-4.967,41,1942,1955
1215,MILFORD HAVEN CONSERVANCY BOARD,milford-haven-conservancy-board,dyfed,51.709,-5.053,44,1964,2019
1226,PEMBREY SANDS,pembrey-sands,dyfed,51.714,-4.367,3,1993,2019
1221,SCOLTON COUNTRY PARK,scolton-country-park,dyfed,51.86,-4.922,75,2011,2019
1204,SWYDDFFYNNON,swyddffynnon,dyfed,52.272,-3.916,178,2012,2019
11169,"TENBY, PRIORY",tenby-priory,dyfed,51.671,-4.698,20,1921,1926
1209,TRAWSGOED,trawsgoed,dyfed,52.344,-3.948,63,1992,2019
1235,TRECASTLE,trecastle,dyfed,51.949,-3.702,312,1984,1987
1223,WHITECHURCH,whitechurch,dyfed,51.989,-4.679,129,2011,2019
262,NUNRAW ABBEY,nunraw-abbey,east-lothian,55.921,-2.652,197,1980,2005
812,BEXHILL,bexhill,east-sussex,50.838,0.464,4,1923,1925
816,BREDE,brede,east-sussex,50.939,0.593,82,1989,1992
807,EAST HOATHLY,east-hoathly,east-sussex,50.909,0.145,38,1963,1970
809,EASTBOURNE COASTGUARD,eastbourne-coastguard,east-sussex,50.782,0.309,3,1957,1974
810,HERSTMONCEUX,herstmonceux,east-sussex,50.865,0.336,18,1977,1992
811,"HERSTMONCEUX, WEST END",herstmonceux-west-end,east-sussex,50.891,0.317,52,1992,2019
23450,WYCH CROSS,wych-cross,east-sussex,51.066,0.033,200,2010,2019
19188,ANDREWSFIELD,andrewsfield,essex,51.896,0.451,87,1997,2019
481,HIGH BEACH,high-beach,essex,51.664,0.041,110,2013,2019
497,SHOEBURYNESS,shoeburyness,essex,51.537,0.807,2,1930,1981
498,"SHOEBURYNESS, LANDWICK",shoeburyness-landwick,essex,51.555,0.827,2,1981,2019
484,STANSTED,stansted,essex,51.881,0.223,101,1959,1997
504,WALTON-ON-THE-NAZE,walton-on-the-naze,essex,51.855,1.28,5,1962,1973
487,WRITTLE,writtle,essex,51.734,0.429,32,2009,2019
1562,CORGARY,corgary,fermanagh,54.44,-8.052,145,1984,1984
30437,DERRYLIN,derrylin,fermanagh,54.151,-7.575,70,2004,2007
24103,"DERRYLIN, CORNAHOULE",derrylin-cornahoule,fermanagh,54.189,-7.561,68,2010,2019
1561,KNOCKAREVAN,knockarevan,fermanagh,54.422,-8.087,50,1992,1992
1570,LISNASKEA CREAMERY,lisnaskea-creamery,fermanagh,54.264,-7.477,49,1997,2000
1568,ST ANGELO,st-angelo,fermanagh,54.396,-7.645,47,1991,2013
57063,THOMASTOWN,thomastown,fermanagh,54.33,-7.595,72,2012,2019
239,FIFE NESS,fife-ness,fife,56.279,-2.586,12,1984,2007
235,LEUCHARS,leuchars,fife,56.377,-2.862,10,1921,2019
227,PITREAVIE NO 2,pitreavie-no-2,fife,56.048,-3.419,40,1961,1985
685,BERRY HILL,berry-hill,gloucestershire,51.808,-2.619,232,1983,1983
684,GLOUCESTER,gloucester,gloucestershire,51.858,-2.218,23,1960,1976
686,INNSWORTH,innsworth,gloucestershire,51.891,-2.196,21,1976,1981
692,LITTLE RISSINGTON,little-rissington,gloucestershire,51.861,-1.693,210,1957,2019
680,SLIMBRIDGE,slimbridge,gloucestershire,51.74,-2.404,5,1997,1998
691,WESTONBIRT,westonbirt,gloucestershire,51.607,-2.221,135,2009,2019
10268,"WINCHCOMBE, SUDELEY CASTLE",winchcombe-sudeley-castle,gloucestershire,51.948,-1.954,112,2010,2019
707,GREENWICH,greenwich,greater-london,51.48,-0.004,7,1997,1997
6706,"GREENWICH, OBSERVATORY",greenwich-observatory,greater-london,51.478,-0.003,47,1997,2004
695,HAMPSTEAD,hampstead,greater-london,51.561,-0.18,137,2010,2016
711,HAMPTON W WKS,hampton-w-wks,greater-london,51.412,-0.378,12,2012,2019
708,HEATHROW,heathrow,greater-london,51.479,-0.451,25,1949,2019
726,KENLEY AIRFIELD,kenley-airfield,greater-london,51.304,-0.092,170,1991,2019
721,KEW,kew,greater-london,51.468,-0.316,5,1957,1981
723,KEW GARDENS,kew-gardens,greater-london,51.482,-0.294,6,2007,2019
19144,LONDON WEATHER CENTRE,london-weather-centre,greater-london,51.522,-0.112,43,1974,2010
697,"LONDON, ST JAMES'S PARK",london-st-jamess-park,greater-london,51.505,-0.131,5,1997,2019
709,NORTHOLT,northolt,greater-london,51.549,-0.417,33,1995,2019
1135,RINGWAY,ringway,greater-manchester,53.356,-2.281,69,1989,2004
1125,ROCHDALE,rochdale,greater-manchester,53.609,-2.179,110,2007,2019
1276,"TREDEGAR, BRYN BACH PARK NO 2",tredegar-bryn-bach-park-no-2,gwent,51.784,-3.268,360,2010,2019
1161,ABERDARON,aberdaron,gwynedd,52.789,-4.741,86,1993,2019
1180,BALA,bala,gwynedd,52.908,-3.584,163,1997,2019
1158,BARDSEY ISLAND,bardsey-island,gwynedd,52.75,-4.799,15,1972,1987
1171,CAPEL CURIG NO 3,capel-curig-no-3,gwynedd,53.094,-3.941,216,1993,2019
19241,LLANBEDR,llanbedr,gwynedd,52.803,-4.124,9,1998,2004
1179,NANTMOR,nantmor,gwynedd,52.995,-4.082,49,1994,2002
1166,PORTHMADOG,porthmadog,gwynedd,52.915,-4.158,7,2010,2019
1167,SNOWDON SUMMIT,snowdon-summit,gwynedd,53.068,-4.077,1040,1996,1997
1145,VALLEY,valley,gwynedd,53.253,-4.536,10,1988,2019
868,ALICE HOLT LODGE,alice-holt-lodge,hampshire,51.178,-0.85,115,2009,2019
814,LIPHOOK,liphook,hampshire,51.08,-0.815,98,1983,1988
847,MIDDLE WALLOP,middle-wallop,hampshire,51.15,-1.57,90,1989,2019
862,ODIHAM,odiham,hampshire,51.239,-0.945,118,1993,2019
855,OTTERBOURNE W WKS,otterbourne-w-wks,hampshire,51.009,-1.335,34,2010,2019
869,SOUTH FARNBOROUGH,south-farnborough,hampshire,51.28,-0.773,65,1957,2019
850,SOUTHAMPTON,southampton,hampshire,50.901,-1.404,19,1974,2001
849,"SOUTHAMPTON, EAST PARK",southampton-east-park,hampshire,50.905,-1.405,20,1969,1969
660,ASTWOOD BANK,astwood-bank,hereford-and-worcester,52.248,-1.935,137,2010,2019
670,GREAT MALVERN,great-malvern,hereford-and-worcester,52.121,-2.306,44,1995,2008
24996,"HEREFORD, CREDENHILL",hereford-credenhill,hereford-and-worcester,52.08,-2.802,76,1999,2019
664,MADLEY,madley,hereford-and-worcester,52.031,-2.842,78,1984,1998
657,PERSHORE,pershore,hereford-and-worcester,52.148,-2.041,35,1957,2019
658,PERSHORE COLLEGE,pershore-college,hereford-and-worcester,52.1,-2.06,37,1999,2019
673,PRESTON WYNNE,preston-wynne,hereford-and-worcester,52.125,-2.638,84,1999,2008
671,ROSS-ON-WYE,ross-on-wye,hereford-and-worcester,51.911,-2.586,67,1930,2019
669,SHOBDON AIRFIELD,shobdon-airfield,hereford-and-worcester,52.243,-2.886,99,1992,2019
654,"WORCESTER, BARBOURNE",worcester-barbourne,hereford-and-worcester,52.211,-2.23,25,1995,2003
468,BOVINGDON,bovingdon,hertfordshire,51.724,-0.544,157,1957,1967
471,ROTHAMSTED,rothamsted,hertfordshire,51.807,-0.36,128,1999,2019
373,BRIDLINGTON MRSC,bridlington-mrsc,humberside,54.094,-0.176,15,1994,2019
399,"CLEETHORPES, HAVERSTOE PARK",cleethorpes-haverstoe-park,humberside,53.55,-0.03,7,2003,2004
379,COWDEN,cowden,humberside,53.844,-0.103,15,1995,1998
56986,"HULL, EAST PARK",hull-east-park,humberside,53.766,-0.298,2,2012,2019
376,KILNSEA,kilnsea,humberside,53.622,0.141,12,1957,1976
370,LECONFIELD,leconfield,humberside,53.875,-0.442,7,1992,2019
382,NORMANBY HALL,normanby-hall,humberside,53.637,-0.659,47,2010,2019
113,AVIEMORE,aviemore,inverness-shire,57.206,-3.828,228,1983,2019
30103,AVIEMORE TRIAL,aviemore-trial,inverness-shire,57.206,-3.828,228,2000,2001
111,DALWHINNIE NO 2,dalwhinnie-no-2,inverness-shire,56.94,-4.238,351,2000,2019
114,DRUMNADROCHIT,drumnadrochit,inverness-shire,57.328,-4.486,53,2009,2019
112,LAGGANLIA,lagganlia,inverness-shire,57.111,-3.891,250,1982,1986
110,LENTRAN,lentran,inverness-shire,57.459,-4.373,146,2009,2019
105,TULLOCH BRIDGE,tulloch-bridge,inverness-shire,56.867,-4.708,249,1990,2019
87,WATERSTEIN,waterstein,inverness-shire,57.436,-6.769,83,1990,2004
56486,MONA,mona,isle-of-anglesey,53.261,-4.376,60,2009,2019
876,WIGHT: ST CATHERINES POINT,wight-st-catherines-point,isle-of-wight,50.576,-1.297,20,1982,2019
874,WIGHT: WELLOW,wight-wellow,isle-of-wight,50.69,-1.448,25,1989,1992
1421,SCILLY: ROUND ISLAND,scilly-round-island,isles-of-scilly,49.979,-6.323,38,1985,1985
1385,SCILLY: ST MARYS,scilly-st-marys,isles-of-scilly,49.929,-6.303,51,1930,1982
1386,SCILLY: ST MARYS AIRPORT,scilly-st-marys-airport,isles-of-scilly,49.915,-6.296,31,1991,2019
732,ANVIL GREEN,anvil-green,kent,51.206,1.015,140,1984,1992
747,CHARING,charing,kent,51.197,0.782,91,1980,1997
774,DEAL,deal,kent,51.232,1.403,2,1958,1971
758,DUNGENESS,dungeness,kent,50.913,0.972,6,1957,1961
744,EAST MALLING,east-malling,kent,51.288,0.448,33,1997,2019
763,FOLKESTONE,folkestone,kent,51.078,1.178,39,1919,1925
56904,FRITTENDEN,frittenden,kent,51.142,0.596,38,2011,2019
742,GOUDHURST,goudhurst,kent,51.077,0.46,85,2009,2019
765,HERNE BAY NO 2,herne-bay-no-2,kent,51.358,1.135,40,2000,2006
775,MANSTON,manston,kent,51.347,1.335,49,1961,2019
25729,MANSTON TRIAL,manston-trial,kent,51.352,1.348,44,2000,2000
778,MARGATE,margate,kent,51.392,1.402,16,1915,1925
750,PECKHAM,peckham,kent,51.185,0.63,29,1969,1972
773,ST MARGARETS,st-margarets,kent,51.157,1.392,83,1971,1975
746,ULCOMBE,ulcombe,kent,51.197,0.636,47,1973,1996
173,INCHMARLO,inchmarlo,kincardineshire,57.06,-2.542,80,1998,1998
177,INVERBERVIE NO 2,inverbervie-no-2,kincardineshire,56.852,-2.266,134,1992,2019
1015,"DUMFRIES, DRUNGANS",dumfries-drungans,kirkcudbrightshire,55.054,-3.645,16,1983,2004
1033,DUNDRENNAN,dundrennan,kirkcudbrightshire,54.803,-4.008,113,1990,2019
1027,GLENLEE,glenlee,kirkcudbrightshire,55.099,-4.185,55,1980,2002
1035,THREAVE,threave,kirkcudbrightshire,54.926,-3.95,73,2005,2019
19219,"BIGGAR, EAST NETHERTON",biggar-east-netherton,lanarkshire,55.613,-3.564,200,1998,2004
991,CARNWATH,carnwath,lanarkshire,55.7,-3.634,208,1980,2005
987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1991,2019
978,EAST KILBRIDE NO 2,east-kilbride-no-2,lanarkshire,55.755,-4.172,178,1980,2005
975,GLASGOW WEATHER CENTRE,glasgow-weather-centre,lanarkshire,55.86,-4.264,40,1974,1985
982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,1994,2019
1096,AUGHTON,aughton,lancashire,53.55,-2.916,54,1978,1996
1090,"BLACKPOOL, SQUIRES GATE",blackpool-squires-gate,lancashire,53.775,-3.038,10,1957,2019
16851,MORECAMBE NO 2,morecambe-no-2,lancashire,54.076,-2.86,7,2011,2019
1112,MYERSCOUGH,myerscough,lancashire,53.854,-2.767,14,2010,2019
1111,"PRESTON, MOOR PARK",preston-moor-park,lancashire,53.774,-2.705,33,2009,2019
1119,STONYHURST,stonyhurst,lancashire,53.845,-2.47,115,2000,2019
576,COTTESMORE,cottesmore,leicestershire,52.727,-0.656,136,1984,2011
30529,"MARKET BOSWORTH, BOSWORTH PARK",market-bosworth-bosworth-park,leicestershire,52.623,-1.396,129,2010,2019
394,BINBROOK,binbrook,lincolnshire,53.445,-0.202,108,1963,1992
393,CONINGSBY,coningsby,lincolnshire,53.094,-0.173,6,1978,2019
386,CRANWELL,cranwell,lincolnshire,53.031,-0.504,63,1930,2019
395,HOLBEACH NO 2,holbeach-no-2,lincolnshire,52.873,0.139,3,1990,2019
401,MANBY,manby,lincolnshire,53.361,0.097,13,1957,1974
381,SCAMPTON,scampton,lincolnshire,53.307,-0.548,57,1984,2019
384,WADDINGTON,waddington,lincolnshire,53.175,-0.523,68,1949,2019
16725,WAINFLEET NO 2,wainfleet-no-2,lincolnshire,53.088,0.271,3,1996,2019
1429,BALLYKELLY,ballykelly,londonderry,55.057,-7.008,4,1957,2012
1431,"BANAGHER, CAUGH HILL",banagher-caugh-hill,londonderry,54.886,-6.966,214,1997,2019
1427,CARMONEY,carmoney,londonderry,55.025,-7.211,73,1997,1997
1437,COLERAINE UNIVERSITY,coleraine-university,londonderry,55.154,-6.678,23,1997,2003
1435,LOUGH FEA,lough-fea,londonderry,54.721,-6.815,225,1994,2019
56963,MAGILLIGAN NO 2,magilligan-no-2,londonderry,55.16,-6.949,6,2011,2019
1440,MONEYDIG,moneydig,londonderry,54.993,-6.61,34,1968,1968
1441,MOYOLA W WKS,moyola-w-wks,londonderry,54.743,-6.518,17,1993,2004
1128,BIDSTON,bidston,merseyside,53.4,-3.075,60,1930,1935
17309,CROSBY,crosby,merseyside,53.497,-3.058,9,1983,2019
1268,CILFYNYDD,cilfynydd,mid-glamorgan,51.636,-3.302,194,1974,1996
19260,"EDINBURGH, GOGARBANK",edinburgh-gogarbank,midlothian-in-lothian-region,55.928,-3.344,57,1998,2019
253,"EDINBURGH, ROYAL BOTANIC GARDEN NO 2",edinburgh-royal-botanic-garden-no-2,midlothian-in-lothian-region,55.967,-3.212,28,2010,2019
246,TURNHOUSE,turnhouse,midlothian-in-lothian-region,55.951,-3.348,35,1957,1999
56939,USK NO 2,usk-no-2,monmouthshire,51.714,-2.923,25,2011,2019
132,KINLOSS,kinloss,moray-in-grampian-region,57.645,-3.563,5,1957,2019
137,LOSSIEMOUTH,lossiemouth,moray-in-grampian-region,57.711,-3.323,7,1989,2019
130,GRANTOWN-ON-SPEY,grantown-on-spey,moray-in-highland-region,57.335,-3.606,220,1981,1981
429,COLTISHALL,coltishall,norfolk,52.757,1.351,17,1962,2006
426,CROMER,cromer,norfolk,52.934,1.291,37,2009,2019
432,GORLESTON,gorleston,norfolk,52.572,1.738,4,1930,1975
433,HEMSBY,hemsby,norfolk,52.686,1.687,13,1978,2001
25728,HEMSBY TRIAL,hemsby-trial,norfolk,52.686,1.687,14,2000,2001
30476,HOUGHTON HALL,houghton-hall,norfolk,52.824,0.652,65,2010,2019
409,MARHAM,marham,norfolk,52.651,0.566,21,1957,2019
4911,NORWICH AIRPORT,norwich-airport,norfolk,52.678,1.28,32,2007,2016
408,NORWICH WEATHER CENTRE,norwich-weather-centre,norfolk,52.626,1.298,35,1987,2000
61986,TIBENHAM AIRFIELD,tibenham-airfield,norfolk,52.457,1.162,52,2015,2019
415,WEST RAYNHAM,west-raynham,norfolk,52.786,0.737,73,1957,1969
421,WEYBOURNE,weybourne,norfolk,52.949,1.122,21,1990,2019
578,"NORTHAMPTON, MOULTON PARK",northampton-moulton-park,northamptonshire,52.274,-0.881,127,2009,2018
30523,ALBEMARLE,albemarle,northumberland,55.02,-1.882,142,2003,2019
303,BERWICK-UPON-TWEED,berwick-upon-tweed,northumberland,55.754,-2.033,42,1996,1996
315,BOULMER,boulmer,northumberland,55.421,-1.601,23,1988,2019
16031,CHILLINGHAM BARNS,chillingham-barns,northumberland,55.53,-1.918,70,2012,2019
289,KIELDER CASTLE,kielder-castle,northumberland,55.234,-2.58,201,2013,2019
304,LONGFRAMLINGTON,longframlington,northumberland,55.301,-1.806,158,1996,1997
310,"MORPETH, COCKLE PARK",morpeth-cockle-park,northumberland,55.213,-1.688,95,2014,2019
16589,REDESDALE CAMP,redesdale-camp,northumberland,55.285,-2.279,211,1996,2019
339,BAINBRIDGE,bainbridge,north-yorkshire,54.308,-2.101,210,2010,2019
533,CHURCH FENTON,church-fenton,north-yorkshire,53.836,-1.199,8,1983,2014
342,DISHFORTH AIRFIELD,dishforth-airfield,north-yorkshire,54.135,-1.414,33,1957,2016
